# Every `pro` command path the CLI shipped before spec-derived naming, with the
# shape it had then and the shape it has now. See invocation_sweep_test.go.
#
# Columns: invocation <TAB> was <TAB> now
#   leaf  — resolves to a command that runs and returns a result
#   group — resolves to a parent, which prints help and exits 0
#   gone  — no longer resolves at all (`now` only)
#
# A `leaf`->`group` row is the worst shape a rename can take and there are three:
# the path still resolves and still exits 0, and a script piping it into jq gets
# help text instead of data. Recorded here and in CHANGELOG.md's migration table.
pro computers-inventory filevault	leaf	leaf
pro computers-inventory filevault-by-id	leaf	leaf
pro computers-inventory flush-commands	leaf	leaf
pro computers-inventory get	leaf	leaf
pro computers-inventory list	leaf	leaf
pro computers-inventory lock	leaf	leaf
pro computers-inventory patch	leaf	leaf
pro computers-inventory redeploy-framework	leaf	leaf
pro computers-inventory remove-mdm	leaf	leaf
pro computers-inventory renew-mdm	leaf	leaf
pro computers-inventory restart	leaf	leaf
pro computers-inventory set-auto-admin-password	leaf	leaf
pro computers-inventory set-recovery-lock	leaf	leaf
pro computers-inventory settings	leaf	leaf
pro computers-inventory shutdown	leaf	leaf
pro computers-inventory upload	leaf	leaf
pro computers-inventory view-device-lock-pin	leaf	leaf
pro computers-inventory view-recovery-lock-password	leaf	leaf
pro country-codes	group	group
pro country-codes list	leaf	leaf
pro csas	group	group
pro csas delete	leaf	gone
pro csas tenant-id	leaf	leaf
pro csas token	leaf	group
pro dashboards	group	group
pro dashboards list	leaf	leaf
pro dashboards toggle	leaf	leaf
pro database-connections	group	group
pro database-connections initialize-database-connection	leaf	leaf
pro ddm-reports	group	group
pro ddm-reports declaration	group	group
pro ddm-reports declaration devices	leaf	leaf
pro ddm-reports device	group	group
pro ddm-reports device channels	leaf	leaf
pro ddm-reports device declarations	leaf	leaf
pro ddm-reports errors	leaf	leaf
pro ddm-status	group	group
pro ddm-status status-items	leaf	leaf
pro ddm-syncs	group	group
pro ddm-syncs sync	leaf	leaf
pro departments	group	group
pro departments add-history-note	leaf	leaf
pro departments apply	leaf	leaf
pro departments create	leaf	leaf
pro departments delete	leaf	leaf
pro departments delete-multiple	leaf	leaf
pro departments get	leaf	leaf
pro departments history	leaf	leaf
pro departments list	leaf	leaf
pro departments update	leaf	leaf
pro device-communication-settings	group	group
pro device-communication-settings add-history-note	leaf	leaf
pro device-communication-settings get	leaf	leaf
pro device-communication-settings history	leaf	leaf
pro device-communication-settings update	leaf	leaf
pro device-compliance-informations	group	group
pro device-compliance-informations get	leaf	leaf
pro device-compliance-informations list	leaf	leaf
pro device-enrollment-instance-sync-states	group	group
pro device-enrollment-instance-sync-states latest	leaf	leaf
pro device-enrollment-instance-sync-states list	leaf	leaf
pro device-enrollment-instance-sync-states syncs	leaf	leaf
pro device-enrollment-instances	group	group
pro device-enrollment-instances add-history-note	leaf	leaf
pro device-enrollment-instances apply	leaf	leaf
pro device-enrollment-instances create	leaf	leaf
pro device-enrollment-instances delete	leaf	leaf
pro device-enrollment-instances devices	leaf	leaf
pro device-enrollment-instances disown	leaf	leaf
pro device-enrollment-instances get	leaf	leaf
pro device-enrollment-instances history	leaf	leaf
pro device-enrollment-instances list	leaf	leaf
pro device-enrollment-instances public-key	leaf	leaf
pro device-enrollment-instances update	leaf	leaf
pro diff	leaf	leaf
pro digi-cert-settings	group	group
pro digi-cert-settings connection-status	leaf	leaf
pro digi-cert-settings create	leaf	leaf
pro digi-cert-settings delete	leaf	leaf
pro digi-cert-settings dependencies	leaf	leaf
pro digi-cert-settings get	leaf	leaf
pro digi-cert-settings patch	leaf	leaf
pro digi-cert-settings privilege-check	leaf	leaf
pro digi-cert-settings validate-client-certificate	leaf	leaf
pro distribution-points	group	group
pro distribution-points add-history-note	leaf	leaf
pro distribution-points apply	leaf	leaf
pro distribution-points create	leaf	leaf
pro distribution-points delete	leaf	leaf
pro distribution-points delete-multiple	leaf	leaf
pro distribution-points get	leaf	leaf
pro distribution-points history	leaf	leaf
pro distribution-points list	leaf	leaf
pro distribution-points patch	leaf	leaf
pro distribution-points update	leaf	leaf
pro dock-items	group	group
pro dock-items create	leaf	leaf
pro dock-items delete	leaf	leaf
pro dock-items get	leaf	leaf
pro dock-items update	leaf	leaf
pro dss-proxies	group	group
pro dss-proxies get	leaf	leaf
pro ebooks	group	group
pro ebooks get	leaf	leaf
pro ebooks list	leaf	leaf
pro ebooks scope	leaf	leaf
pro enrollment-customization-panels	group	group
pro enrollment-customization-panels all	leaf	leaf
pro enrollment-customization-panels create	leaf	leaf
pro enrollment-customization-panels delete	leaf	leaf
pro enrollment-customization-panels ldap	leaf	leaf
pro enrollment-customization-panels markdown	leaf	leaf
pro enrollment-customization-panels parse-markdown	leaf	leaf
pro enrollment-customization-panels sso	leaf	leaf
pro enrollment-customization-panels text	leaf	leaf
pro enrollment-customization-panels update	leaf	leaf
pro enrollment-customizations	group	group
pro enrollment-customizations add-history-note	leaf	leaf
pro enrollment-customizations apply	leaf	leaf
pro enrollment-customizations create	leaf	leaf
pro enrollment-customizations delete	leaf	leaf
pro enrollment-customizations download	leaf	gone
pro enrollment-customizations get	leaf	leaf
pro enrollment-customizations history	leaf	leaf
pro enrollment-customizations list	leaf	leaf
pro enrollment-customizations prestages	leaf	leaf
pro enrollment-customizations update	leaf	leaf
pro enrollment-customizations upload	leaf	gone
pro enrollment-languages	group	group
pro enrollment-languages delete	leaf	leaf
pro enrollment-languages delete-multiple	leaf	leaf
pro enrollment-languages filtered-language-codes	leaf	gone
pro enrollment-languages get	leaf	leaf
pro enrollment-languages language-codes	leaf	gone
pro enrollment-languages list	leaf	leaf
pro enrollment-languages update	leaf	leaf
pro enrollment-settings	group	group
pro enrollment-settings add-history-note	leaf	leaf
pro enrollment-settings apply	leaf	gone
pro enrollment-settings create	leaf	gone
pro enrollment-settings delete	leaf	gone
pro enrollment-settings enrollment	leaf	gone
pro enrollment-settings get	leaf	leaf
pro enrollment-settings history	leaf	leaf
pro enrollment-settings history-export	leaf	leaf
pro enrollment-settings list	leaf	gone
pro enrollment-settings update	leaf	leaf
pro enrollment-settings update-enrollment	leaf	gone
pro environment-type	group	group
pro environment-type get	leaf	leaf
pro group-tools	group	group
pro group-tools analyze	leaf	leaf
pro group-tools export	leaf	leaf
pro group-tools list	leaf	leaf
pro group-tools members	leaf	leaf
pro groups	group	group
pro groups delete	leaf	leaf
pro groups get	leaf	leaf
pro groups list	leaf	leaf
pro groups patch	leaf	leaf
pro gsx-connection	group	group
pro gsx-connection add-history-note	leaf	leaf
pro gsx-connection get	leaf	leaf
pro gsx-connection history	leaf	leaf
pro gsx-connection patch	leaf	leaf
pro gsx-connection test	leaf	leaf
pro gsx-connection update	leaf	leaf
pro health-checks	group	group
pro health-checks health-check	leaf	gone
pro health-checks health-status	leaf	leaf
pro icons	group	group
pro icons download	leaf	leaf
pro icons get	leaf	leaf
pro icons upload	leaf	leaf
pro impact-alert-notification-settings	group	group
pro impact-alert-notification-settings get	leaf	leaf
pro impact-alert-notification-settings update	leaf	leaf
pro inventory-informations	group	group
pro inventory-informations list	leaf	leaf
pro inventory-preloads	group	group
pro inventory-preloads add-history-note	leaf	leaf
pro inventory-preloads apply	leaf	gone
pro inventory-preloads create	leaf	gone
pro inventory-preloads csv	leaf	leaf
pro inventory-preloads csv-template	leaf	leaf
pro inventory-preloads csv-validate	leaf	leaf
pro inventory-preloads delete	leaf	gone
pro inventory-preloads delete-all	leaf	gone
pro inventory-preloads ea-columns	leaf	leaf
pro inventory-preloads export	leaf	leaf
pro inventory-preloads get	leaf	gone
pro inventory-preloads history	leaf	leaf
pro inventory-preloads list	leaf	gone
pro inventory-preloads update	leaf	gone
pro inventory-preloads upload	leaf	leaf
pro jamf-connect-deployment-tasks	group	group
pro jamf-connect-deployment-tasks create	leaf	leaf
pro jamf-connect-deployment-tasks tasks	leaf	leaf
pro jamf-connects	group	group
pro jamf-connects add-history-note	leaf	leaf
pro jamf-connects history	leaf	leaf
pro jamf-connects jamf-connect	leaf	gone
pro jamf-connects list	leaf	leaf
pro jamf-connects update	leaf	gone
pro jamf-packages	group	group
pro jamf-packages list	leaf	leaf
pro jamf-pro-informations	group	group
pro jamf-pro-informations list	leaf	leaf
pro jamf-pro-server-url	group	group
pro jamf-pro-server-url add-history-note	leaf	leaf
pro jamf-pro-server-url get	leaf	leaf
pro jamf-pro-server-url history	leaf	leaf
pro jamf-pro-server-url update	leaf	leaf
pro jamf-pro-versions	group	group
pro jamf-pro-versions list	leaf	leaf
pro jamf-protect	group	group
pro jamf-protect add-history-note	leaf	leaf
pro jamf-protect create	leaf	leaf
pro jamf-protect delete	leaf	leaf
pro jamf-protect get	leaf	leaf
pro jamf-protect history	leaf	leaf
pro jamf-protect update	leaf	leaf
pro jamf-protect-deployment-tasks	group	group
pro jamf-protect-deployment-tasks retry	leaf	leaf
pro jamf-protect-deployment-tasks retry-failed	leaf	leaf
pro jamf-protect-deployment-tasks tasks	leaf	leaf
pro jamf-protect-plans	group	group
pro jamf-protect-plans list	leaf	leaf
pro jamf-protect-plans sync	leaf	leaf
pro jamf-remote-assist-session-histories	group	group
pro jamf-remote-assist-session-histories export	leaf	leaf
pro jamf-remote-assist-session-histories get	leaf	leaf
pro jamf-remote-assist-session-histories list	leaf	leaf
pro jcds	group	group
pro jcds delete	leaf	gone
pro jcds download	leaf	leaf
pro jcds files	leaf	gone
pro jcds get	leaf	gone
pro jcds list	leaf	gone
pro jcds refresh-inventory	leaf	leaf
pro jcds renew-credentials	leaf	leaf
pro jcds sync	leaf	leaf
pro last-logins	group	group
pro last-logins list	leaf	leaf
pro ldap-rs	group	group
pro ldap-rs groups	leaf	leaf
pro ldap-rs ldap-servers	leaf	leaf
pro ldap-rs servers	leaf	leaf
pro local-admin-passwords	group	group
pro local-admin-passwords account-history	leaf	leaf
pro local-admin-passwords account-history-by-guid	leaf	leaf
pro local-admin-passwords accounts	leaf	leaf
pro local-admin-passwords audit	leaf	leaf
pro local-admin-passwords audit-by-guid	leaf	leaf
pro local-admin-passwords history	leaf	leaf
pro local-admin-passwords password	leaf	leaf
pro local-admin-passwords password-by-guid	leaf	leaf
pro local-admin-passwords pending-rotations	leaf	leaf
pro local-admin-passwords set-password	leaf	leaf
pro local-admin-passwords settings	leaf	group
pro local-admin-passwords update	leaf	gone
pro locales	group	group
pro locales list	leaf	leaf
pro log-flushings	group	group
pro log-flushings delete	leaf	gone
pro log-flushings get	leaf	gone
pro log-flushings list	leaf	leaf
pro log-flushings log-flushing	leaf	gone
pro log-flushings task	leaf	gone
pro login-customization	group	group
pro login-customization get	leaf	leaf
pro login-customization update	leaf	leaf
pro m2m	group	group
pro m2m list	leaf	leaf
pro mac-os-managed-software-updates	group	group
pro mac-os-managed-software-updates list	leaf	leaf
pro mac-os-managed-software-updates send-updates	leaf	leaf
pro managed-software-updates	group	group
pro managed-software-updates available-updates	leaf	leaf
pro managed-software-updates get	leaf	leaf
pro managed-software-updates update-statuses	leaf	leaf
pro managed-software-updates-plans	group	group
pro managed-software-updates-plans abandon	leaf	gone
pro managed-software-updates-plans apply	leaf	gone
pro managed-software-updates-plans create	leaf	leaf
pro managed-software-updates-plans declarations	leaf	leaf
pro managed-software-updates-plans events	leaf	leaf
pro managed-software-updates-plans feature-toggle	leaf	group
pro managed-software-updates-plans get	leaf	leaf
pro managed-software-updates-plans list	leaf	leaf
pro managed-software-updates-plans status	leaf	gone
pro managed-software-updates-plans update	leaf	gone
pro mdm-commands	group	group
pro mdm-commands blank-push	leaf	leaf
pro mdm-commands commands	leaf	leaf
pro mdm-commands list	leaf	leaf
pro mdm-renewals	group	group
pro mdm-renewals delete	leaf	leaf
pro mdm-renewals get	leaf	leaf
pro mdm-renewals patch	leaf	gone
pro mobile-device-apps	group	group
pro mobile-device-apps reinstall-app-config	leaf	leaf
pro mobile-device-enrollment-profiles	group	group
pro mobile-device-enrollment-profiles download-profile	leaf	leaf
pro mobile-device-extension-attributes	group	group
pro mobile-device-extension-attributes add-history-note	leaf	leaf
pro mobile-device-extension-attributes apply	leaf	leaf
pro mobile-device-extension-attributes create	leaf	leaf
pro mobile-device-extension-attributes data-dependency	leaf	leaf
pro mobile-device-extension-attributes delete	leaf	leaf
pro mobile-device-extension-attributes get	leaf	leaf
pro mobile-device-extension-attributes history	leaf	leaf
pro mobile-device-extension-attributes list	leaf	leaf
pro mobile-device-extension-attributes update	leaf	leaf
pro mobile-device-groups	group	group
pro mobile-device-groups erase	leaf	leaf
pro mobile-device-groups get	leaf	leaf
pro mobile-device-groups list	leaf	leaf
pro mobile-device-groups-smart-groups	group	group
pro mobile-device-groups-smart-groups apply	leaf	leaf
pro mobile-device-groups-smart-groups create	leaf	leaf
pro mobile-device-groups-smart-groups delete	leaf	leaf
pro mobile-device-groups-smart-groups get	leaf	leaf
pro mobile-device-groups-smart-groups list	leaf	leaf
pro mobile-device-groups-smart-groups update	leaf	leaf
pro mobile-device-groups-static-groups	group	group
pro mobile-device-groups-static-groups apply	leaf	leaf
pro mobile-device-groups-static-groups create	leaf	leaf
pro mobile-device-groups-static-groups delete	leaf	leaf
pro mobile-device-groups-static-groups get	leaf	leaf
pro mobile-device-groups-static-groups list	leaf	leaf
pro mobile-device-groups-static-groups patch	leaf	leaf
pro mobile-device-inventory-details	group	group
pro mobile-device-inventory-details list	leaf	leaf
pro mobile-device-inventory-details paired-devices	leaf	leaf
pro mobile-device-prestage-scopes	group	group
pro mobile-device-prestage-scopes create-scope	leaf	gone
pro mobile-device-prestage-scopes delete-multiple	leaf	leaf
pro mobile-device-prestage-scopes list	leaf	leaf
pro mobile-device-prestage-scopes scope	leaf	leaf
pro mobile-device-prestage-scopes update-scope	leaf	gone
pro mobile-device-prestage-sync-states	group	group
pro mobile-device-prestage-sync-states latest	leaf	leaf
pro mobile-device-prestage-sync-states list	leaf	leaf
pro mobile-device-prestage-sync-states syncs	leaf	leaf
pro mobile-device-prestages	group	group
pro mobile-device-prestages add-history-note	leaf	leaf
pro mobile-device-prestages apply	leaf	leaf
pro mobile-device-prestages attachments	leaf	leaf
pro mobile-device-prestages create	leaf	leaf
pro mobile-device-prestages delete	leaf	leaf
pro mobile-device-prestages delete-multiple	leaf	leaf
pro mobile-device-prestages get	leaf	leaf
pro mobile-device-prestages history	leaf	leaf
pro mobile-device-prestages list	leaf	leaf
pro mobile-device-prestages update	leaf	leaf
pro mobile-device-prestages upload	leaf	leaf
pro mobile-device-smart-groups	group	group
pro mobile-device-smart-groups recalculate	leaf	leaf
pro mobile-device-smart-groups recalculate-smart-groups	leaf	leaf
pro mobile-devices	group	group
pro mobile-devices apply-redemption-code	leaf	leaf
pro mobile-devices clear-passcode	leaf	leaf
pro mobile-devices clear-restrictions-password	leaf	leaf
pro mobile-devices delete	leaf	leaf
pro mobile-devices delete-user	leaf	leaf
pro mobile-devices disable-lost-mode	leaf	leaf
pro mobile-devices enable-lost-mode	leaf	leaf
pro mobile-devices erase	leaf	leaf
pro mobile-devices flush-commands	leaf	leaf
pro mobile-devices get	leaf	leaf
pro mobile-devices list	leaf	leaf
pro mobile-devices lock	leaf	leaf
pro mobile-devices log-out-user	leaf	leaf
pro mobile-devices patch	leaf	leaf
pro mobile-devices play-lost-mode-sound	leaf	leaf
pro mobile-devices refresh-cellular-plans	leaf	leaf
pro mobile-devices request-mirroring	leaf	leaf
pro mobile-devices restart	leaf	leaf
pro mobile-devices settings	leaf	leaf
pro mobile-devices shutdown	leaf	leaf
pro mobile-devices stop-mirroring	leaf	leaf
pro mobile-devices unlock-user-account	leaf	leaf
pro mobile-devices unmanage	leaf	leaf
pro mobile-devices update-inventory	leaf	leaf
pro notifications	group	group
pro notifications delete	leaf	leaf
pro notifications list	leaf	leaf
pro oauth-token-sessions	group	group
pro oauth-token-sessions list	leaf	leaf
pro oidcs	group	group
pro oidcs direct-idp-login-url	leaf	leaf
pro oidcs dispatch	leaf	leaf
pro oidcs generate-certificate	leaf	leaf
pro oidcs public-features	leaf	leaf
pro oidcs public-key	leaf	leaf
pro onboarding-configuration	group	group
pro onboarding-configuration get	leaf	leaf
pro onboarding-configuration update	leaf	leaf
pro onboardings	group	group
pro onboardings add-history-note	leaf	leaf
pro onboardings eligible-apps	leaf	leaf
pro onboardings eligible-configuration-profiles	leaf	leaf
pro onboardings eligible-policies	leaf	leaf
pro onboardings history	leaf	leaf
pro onboardings history-export	leaf	leaf
pro overview	leaf	leaf
pro package-deployments	group	group
pro package-deployments deploy-package	leaf	leaf
pro packages	group	group
pro packages add-history-note	leaf	leaf
pro packages apply	leaf	leaf
pro packages create	leaf	leaf
pro packages delete	leaf	leaf
pro packages delete-multiple	leaf	leaf
pro packages export	leaf	leaf
pro packages get	leaf	leaf
pro packages history	leaf	leaf
pro packages history-export	leaf	leaf
pro packages list	leaf	leaf
pro packages sync	leaf	leaf
pro packages update	leaf	leaf
pro packages upload	leaf	leaf
pro parent-app	group	group
pro parent-app add-history-note	leaf	leaf
pro parent-app get	leaf	leaf
pro parent-app history	leaf	leaf
pro parent-app update	leaf	leaf
pro patch-policies	group	group
pro patch-policies create-dashboard	leaf	leaf
pro patch-policies dashboard	leaf	leaf
pro patch-policies delete	leaf	leaf
pro patch-policies list	leaf	leaf
pro patch-policies policy-details	leaf	leaf
pro patch-policy-logs	group	group
pro patch-policy-logs details	leaf	leaf
pro patch-policy-logs eligible-retry-count	leaf	leaf
pro patch-policy-logs logs	leaf	leaf
pro patch-policy-logs retry	leaf	leaf
pro patch-policy-logs retry-all	leaf	leaf
pro patch-software-title-configurations	group	group
pro patch-software-title-configurations add-history-note	leaf	leaf
pro patch-software-title-configurations apply	leaf	leaf
pro patch-software-title-configurations create	leaf	leaf
pro patch-software-title-configurations create-dashboard	leaf	leaf
pro patch-software-title-configurations dashboard	leaf	leaf
pro patch-software-title-configurations definitions	leaf	leaf
pro patch-software-title-configurations delete	leaf	leaf
pro patch-software-title-configurations dependencies	leaf	leaf
pro patch-software-title-configurations export-report	leaf	leaf
pro patch-software-title-configurations extension-attributes	leaf	leaf
pro patch-software-title-configurations get	leaf	leaf
pro patch-software-title-configurations history	leaf	leaf
pro patch-software-title-configurations list	leaf	leaf
pro patch-software-title-configurations patch	leaf	leaf
pro patch-software-title-configurations patch-report	leaf	leaf
pro patch-software-title-configurations patch-summary	leaf	leaf
pro patch-software-title-configurations versions	leaf	leaf
pro patch-titles	group	group
pro patch-titles patch-management-accept-disclaimer	leaf	leaf
pro platform-device-groups	group	group
pro platform-device-groups add-members	leaf	leaf
pro platform-device-groups apply	leaf	leaf
pro platform-device-groups create	leaf	leaf
pro platform-device-groups delete	leaf	leaf
pro platform-device-groups get	leaf	leaf
pro platform-device-groups list	leaf	leaf
pro platform-device-groups members	leaf	leaf
pro platform-device-groups patch	leaf	leaf
pro platform-device-groups patch-members	leaf	leaf
pro platform-device-groups remove-members	leaf	leaf
pro platform-devices	group	group
pro platform-devices applications	leaf	leaf
pro platform-devices check-in	leaf	leaf
pro platform-devices delete	leaf	leaf
pro platform-devices device-groups	leaf	leaf
pro platform-devices erase	leaf	leaf
pro platform-devices get	leaf	leaf
pro platform-devices groups	leaf	leaf
pro platform-devices list	leaf	leaf
pro platform-devices patch	leaf	leaf
pro platform-devices restart	leaf	leaf
pro platform-devices shutdown	leaf	leaf
pro platform-devices unmanage	leaf	leaf
pro platform-devices update	leaf	leaf
pro platform-devices user	leaf	leaf
pro platform-users	group	group
pro platform-users devices	leaf	leaf
pro policy-properties	group	group
pro policy-properties policy-properties	leaf	gone
pro policy-properties update-policy-properties	leaf	gone
pro reenrollment	group	group
pro reenrollment add-history-note	leaf	leaf
pro reenrollment get	leaf	leaf
pro reenrollment history	leaf	leaf
pro reenrollment history-export	leaf	leaf
pro reenrollment update	leaf	leaf
pro remote-administration-configurations	group	leaf
pro remote-administration-configurations list	leaf	gone
pro report	group	group
pro report app-status	leaf	leaf
pro report blueprint-status	leaf	leaf
pro report compliance-devices	leaf	leaf
pro report compliance-rules	leaf	leaf
pro report ddm-status	leaf	leaf
pro report device-compliance	leaf	leaf
pro report duplicate-serials	leaf	leaf
pro report ea-results	leaf	leaf
pro report inventory-summary	leaf	leaf
pro report patch-status	leaf	leaf
pro report policy-status	leaf	leaf
pro report profile-status	leaf	leaf
pro report security	leaf	leaf
pro report software-installs	leaf	leaf
pro report update-status	leaf	leaf
pro return-to-service-configurations	group	group
pro return-to-service-configurations apply	leaf	leaf
pro return-to-service-configurations create	leaf	leaf
pro return-to-service-configurations delete	leaf	leaf
pro return-to-service-configurations get	leaf	leaf
pro return-to-service-configurations list	leaf	leaf
pro return-to-service-configurations update	leaf	leaf
pro rules	group	group
pro rules list	leaf	leaf
pro schedulers	group	group
pro schedulers list	leaf	leaf
pro schedulers summary	leaf	gone
pro schedulers triggers	leaf	gone
pro scripts	group	group
pro scripts add-history-note	leaf	leaf
pro scripts apply	leaf	leaf
pro scripts create	leaf	leaf
pro scripts delete	leaf	leaf
pro scripts download	leaf	leaf
pro scripts get	leaf	leaf
pro scripts history	leaf	leaf
pro scripts list	leaf	leaf
pro scripts update	leaf	leaf
pro self-service-branding-images	group	group
pro self-service-branding-images upload	leaf	leaf
pro self-service-branding-ios	group	group
pro self-service-branding-ios apply	leaf	leaf
pro self-service-branding-ios create	leaf	leaf
pro self-service-branding-ios delete	leaf	leaf
pro self-service-branding-ios get	leaf	leaf
pro self-service-branding-ios list	leaf	leaf
pro self-service-branding-ios update	leaf	leaf
pro self-service-branding-macos	group	group
pro self-service-branding-macos apply	leaf	leaf
pro self-service-branding-macos create	leaf	leaf
pro self-service-branding-macos delete	leaf	leaf
pro self-service-branding-macos get	leaf	leaf
pro self-service-branding-macos list	leaf	leaf
pro self-service-branding-macos update	leaf	leaf
pro self-service-plus	group	group
pro self-service-plus enabled	leaf	leaf
pro self-service-plus get	leaf	gone
pro self-service-plus update	leaf	gone
pro self-service-settings	group	group
pro self-service-settings add-history-note	leaf	leaf
pro self-service-settings get	leaf	leaf
pro self-service-settings history	leaf	leaf
pro self-service-settings update	leaf	leaf
pro servers	group	leaf
pro servers issue-tomcat-ssl-certificate	leaf	gone
pro service-discovery	group	group
pro service-discovery get	leaf	leaf
pro service-discovery update	leaf	leaf
pro setup	leaf	leaf
pro sites	group	group
pro sites list	leaf	leaf
pro sites objects	leaf	leaf
pro slasas	group	group
pro slasas list	leaf	leaf
pro slasas slasa	leaf	leaf
pro smtp-server	group	group
pro smtp-server add-history-note	leaf	leaf
pro smtp-server allowed-auth-types	leaf	leaf
pro smtp-server get	leaf	leaf
pro smtp-server history	leaf	leaf
pro smtp-server test	leaf	leaf
pro smtp-server update	leaf	leaf
pro sso-failovers	group	group
pro sso-failovers generate	leaf	leaf
pro sso-failovers list	leaf	gone
pro sso-settings	group	group
pro sso-settings add-history-note	leaf	leaf
pro sso-settings dependencies	leaf	leaf
pro sso-settings disable	leaf	leaf
pro sso-settings download	leaf	leaf
pro sso-settings get	leaf	leaf
pro sso-settings history	leaf	leaf
pro sso-settings update	leaf	leaf
pro sso-settings-cert	group	group
pro sso-settings-cert cert	leaf	gone
pro sso-settings-cert delete	leaf	leaf
pro sso-settings-cert download	leaf	leaf
pro sso-settings-cert get	leaf	leaf
pro sso-settings-cert parse	leaf	leaf
pro sso-settings-cert update	leaf	leaf
pro startup-status	group	group
pro startup-status list	leaf	leaf
pro static-computer-groups	group	group
pro static-computer-groups apply	leaf	leaf
pro static-computer-groups create	leaf	leaf
pro static-computer-groups delete	leaf	leaf
pro static-computer-groups get	leaf	leaf
pro static-computer-groups list	leaf	leaf
pro static-computer-groups update	leaf	leaf
pro static-user-groups	group	group
pro static-user-groups get	leaf	leaf
pro static-user-groups list	leaf	leaf
pro supervision-identities	group	group
pro supervision-identities apply	leaf	leaf
pro supervision-identities create	leaf	leaf
pro supervision-identities delete	leaf	leaf
pro supervision-identities download	leaf	leaf
pro supervision-identities get	leaf	leaf
pro supervision-identities list	leaf	leaf
pro supervision-identities update	leaf	leaf
pro supervision-identities upload	leaf	leaf
pro systems	group	group
pro systems initialize	leaf	leaf
pro systems platform-initialize	leaf	leaf
pro teacher-settings	group	group
pro teacher-settings add-history-note	leaf	leaf
pro teacher-settings get	leaf	leaf
pro teacher-settings history	leaf	leaf
pro teacher-settings update	leaf	leaf
pro team-viewer-remote-administrations	group	group
pro team-viewer-remote-administrations close	leaf	leaf
pro team-viewer-remote-administrations create	leaf	leaf
pro team-viewer-remote-administrations delete	leaf	leaf
pro team-viewer-remote-administrations get	leaf	leaf
pro team-viewer-remote-administrations patch	leaf	leaf
pro team-viewer-remote-administrations resend-notification	leaf	leaf
pro team-viewer-remote-administrations sessions	leaf	leaf
pro team-viewer-remote-administrations sessions-status	leaf	leaf
pro team-viewer-remote-administrations status	leaf	leaf
pro time-zones	group	group
pro time-zones list	leaf	leaf
pro user-accounts	group	group
pro user-accounts apply	leaf	leaf
pro user-accounts create	leaf	leaf
pro user-accounts delete	leaf	leaf
pro user-accounts get	leaf	leaf
pro user-accounts list	leaf	leaf
pro user-accounts update	leaf	leaf
pro user-preferences	group	group
pro user-preferences delete	leaf	leaf
pro user-preferences get	leaf	leaf
pro user-preferences update	leaf	leaf
pro user-sessions	group	group
pro user-sessions active	leaf	leaf
pro user-sessions count	leaf	leaf
pro user-smart-groups	group	group
pro user-smart-groups recalculate	leaf	leaf
pro user-smart-groups recalculate-smart-groups	leaf	leaf
pro users	group	group
pro users apply	leaf	leaf
pro users create	leaf	leaf
pro users delete	leaf	leaf
pro users get	leaf	leaf
pro users list	leaf	leaf
pro users update	leaf	leaf
pro venafis	group	group
pro venafis add-history-note	leaf	leaf
pro venafis connection-status	leaf	leaf
pro venafis create	leaf	leaf
pro venafis delete	leaf	leaf
pro venafis dependent-profiles	leaf	leaf
pro venafis get	leaf	leaf
pro venafis history	leaf	leaf
pro venafis jamf-public-key	leaf	leaf
pro venafis patch	leaf	leaf
pro venafis proxy-trust-store	leaf	leaf
pro venafis regenerate	leaf	leaf
pro vpp-locations	group	group
pro vpp-locations add-history-note	leaf	leaf
pro vpp-locations apply	leaf	leaf
pro vpp-locations content	leaf	leaf
pro vpp-locations create	leaf	leaf
pro vpp-locations delete	leaf	leaf
pro vpp-locations get	leaf	leaf
pro vpp-locations history	leaf	leaf
pro vpp-locations list	leaf	leaf
pro vpp-locations patch	leaf	leaf
pro vpp-locations reclaim	leaf	leaf
pro vpp-locations revoke-licenses	leaf	leaf
pro vpp-subscriptions	group	group
pro vpp-subscriptions add-history-note	leaf	leaf
pro vpp-subscriptions apply	leaf	leaf
pro vpp-subscriptions create	leaf	leaf
pro vpp-subscriptions delete	leaf	leaf
pro vpp-subscriptions get	leaf	leaf
pro vpp-subscriptions history	leaf	leaf
pro vpp-subscriptions list	leaf	leaf
pro vpp-subscriptions update	leaf	leaf
